data_level,route,scenario,is_crisis,route_distance_km,avg_route_duration_minutes,time_shortest_s,time_traffic_s,time_gnn_s,time_classifier_s,compute_time_shortest_s,compute_time_traffic_s,compute_time_gnn_s,compute_time_classifier_s,winner,seed
50,West to East,Vingis park concert congestions + road closure,True,13.05,24.83,1523,1457,1585,1707,0.033,0.085,0.444,0.31,TRAFFIC,80056334
50,North to South,Vingis park concert congestions + road closure,True,11.58,17.51,1221,880,890,1107,0.033,0.088,0.499,0.179,TRAFFIC,80031334
50,Pilaite to Pasilaiciai,Vingis park concert congestions + road closure,True,9.88,15.48,929,929,929,1108,0.028,0.081,0.437,0.292,TIE,79996334
50,Lazdynai to Antakalnis,Vingis park concert congestions + road closure,True,10.11,19.43,1404,927,1079,1220,0.03,0.083,0.448,0.297,TRAFFIC,80011534
50,Pilaite to Fabijoniskes,Vingis park concert congestions + road closure,True,10.76,17.64,1030,1087,1085,1209,0.029,0.084,0.481,0.298,GNN,80001334
50,Lazdynai to Jeruzale,Vingis park concert congestions + road closure,True,9.79,16.21,1078,867,862,1035,0.029,0.079,0.469,0.292,GNN,79941334
50,South to Northeast,Vingis park concert congestions + road closure,True,11.13,23.23,1716,1072,1072,1287,0.03,0.081,0.473,0.303,TIE,79969334
50,Ring road W to E,Vingis park concert congestions + road closure,True,16.35,25.21,1920,1105,1126,1876,0.045,0.084,0.464,0.202,TRAFFIC,80061334
50,Grigiskes to Verkiai,Vingis park concert congestions + road closure,True,24.31,30.49,1923,1736,1699,1855,0.036,0.081,0.485,0.314,GNN,79973734
50,Salininkai to Seskine,Vingis park concert congestions + road closure,True,9.3,15.07,1079,730,733,737,0.03,0.08,0.482,0.3,TRAFFIC,79916334
40,Old Town loop,Normal traffic,False,1.53,5.51,333,328,355,328,0.026,0.165,0.539,0.209,TRAFFIC,79981119
40,Gediminas Ave,Normal traffic,False,1.08,3.92,237,234,249,234,0.025,0.079,0.461,0.089,TRAFFIC,79969119
40,Station to centre,Normal traffic,False,1.69,7.28,453,421,424,421,0.027,0.09,0.456,0.134,TRAFFIC,79964319
40,Uzupis internal,Normal traffic,False,2.14,6.13,368,368,368,368,0.026,0.075,0.456,0.083,TIE,79992319
40,Zirmunai to Naujamiestis,Normal traffic,False,5.68,17.37,1053,1031,984,1091,0.028,0.083,0.488,0.363,GNN,79987219
40,Antakalnis to centre,Normal traffic,False,3.93,11.04,673,652,659,756,0.031,0.075,0.466,0.228,TRAFFIC,79996619
40,Seskine to Old Town,Normal traffic,False,6.05,12.61,759,754,762,779,0.028,0.189,0.484,0.346,TRAFFIC,80007119
40,Karoliniskes to Uzupis,Normal traffic,False,7.56,18.58,1114,1116,1109,1161,0.033,0.08,0.454,0.299,GNN,79993919
40,Justiniskes to centre,Normal traffic,False,6.61,13.95,785,889,740,808,0.028,0.207,0.437,0.364,GNN,80009219
40,Fabijoniskes to river,Normal traffic,False,6.13,11.7,669,735,669,992,0.031,0.077,0.418,0.302,GNN,80025319
40,West to East,Normal traffic,False,13.05,24.83,1523,1457,1567,1707,0.034,0.171,0.482,0.399,TRAFFIC,80053319
40,North to South,Normal traffic,False,11.58,17.51,1221,880,950,1107,0.032,0.079,0.502,0.304,TRAFFIC,80028319
40,Pilaite to Pasilaiciai,Normal traffic,False,9.88,15.48,929,929,929,929,0.03,0.075,0.481,0.291,TIE,79993319
40,Lazdynai to Antakalnis,Normal traffic,False,10.11,19.52,1404,938,1026,1220,0.029,0.081,0.499,0.299,TRAFFIC,80008519
40,Pilaite to Fabijoniskes,Normal traffic,False,10.76,17.23,1030,1038,1085,1209,0.03,0.08,0.459,0.293,TRAFFIC,79998319
40,Lazdynai to Jeruzale,Normal traffic,False,9.79,15.97,1078,838,862,1035,0.029,0.079,0.473,0.308,TRAFFIC,79938319
40,South to Northeast,Normal traffic,False,11.13,23.26,1716,1075,1072,1287,0.03,0.078,0.461,0.299,GNN,79966319
40,Ring road W to E,Normal traffic,False,16.35,25.16,1920,1099,1115,1876,0.037,0.179,0.472,0.418,TRAFFIC,80058319
40,Grigiskes to Verkiai,Normal traffic,False,24.31,30.68,1923,1759,1835,1855,0.035,0.083,0.581,0.323,TRAFFIC,79970719
40,Salininkai to Seskine,Normal traffic,False,9.3,15.13,1079,737,812,741,0.029,0.077,0.506,0.288,TRAFFIC,79913319
40,Old Town loop,all bridges old town destroyed_optimistic,True,1.53,5.51,333,328,360,328,0.025,0.075,0.459,0.092,TRAFFIC,79979287
40,Gediminas Ave,all bridges old town destroyed_optimistic,True,1.08,4.05,237,249,249,234,0.025,0.073,0.525,0.094,TIE,79967287
40,Station to centre,all bridges old town destroyed_optimistic,True,1.69,7.58,453,457,457,421,0.025,0.09,0.57,0.128,TIE,79962487
40,Uzupis internal,all bridges old town destroyed_optimistic,True,2.14,6.13,368,368,368,368,0.029,0.084,0.48,0.072,TIE,79990487
40,Zirmunai to Naujamiestis,all bridges old town destroyed_optimistic,True,7.05,16.38,1095,870,1123,1335,0.033,0.077,0.445,0.297,TRAFFIC,79985387
40,Antakalnis to centre,all bridges old town destroyed_optimistic,True,6.43,17.39,1045,1042,1036,1350,0.029,0.078,0.508,0.227,GNN,79994787
40,Seskine to Old Town,all bridges old town destroyed_optimistic,True,6.73,15.07,892,917,879,1010,0.028,0.08,0.49,0.294,GNN,80005287
40,Karoliniskes to Uzupis,all bridges old town destroyed_optimistic,True,7.84,17.79,1161,974,1174,1165,0.029,0.079,0.502,0.289,TRAFFIC,79992087
40,Justiniskes to centre,all bridges old town destroyed_optimistic,True,7.18,16.52,887,1096,883,898,0.029,0.079,0.434,0.291,GNN,80007387
40,Fabijoniskes to river,all bridges old town destroyed_optimistic,True,6.13,11.32,669,690,669,1039,0.027,0.077,0.477,0.182,GNN,80023487
40,West to East,all bridges old town destroyed_optimistic,True,13.05,24.9,1523,1465,1487,1707,0.034,0.093,0.483,0.319,TRAFFIC,80051487
40,North to South,all bridges old town destroyed_optimistic,True,11.93,22.29,1375,1300,1307,1500,0.034,0.086,0.494,0.306,TRAFFIC,80026487
40,Pilaite to Pasilaiciai,all bridges old town destroyed_optimistic,True,9.88,15.48,929,929,929,1108,0.028,0.088,0.489,0.29,TIE,79991487
40,Lazdynai to Antakalnis,all bridges old town destroyed_optimistic,True,10.3,17.12,1116,938,1084,1031,0.03,0.082,0.46,0.3,TRAFFIC,80006687
40,Pilaite to Fabijoniskes,all bridges old town destroyed_optimistic,True,10.76,18.34,1030,1171,1085,1209,0.033,0.082,0.467,0.291,GNN,79996487
40,Lazdynai to Jeruzale,all bridges old town destroyed_optimistic,True,9.79,16.65,1078,920,1024,1035,0.035,0.086,0.479,0.295,TRAFFIC,79936487
40,South to Northeast,all bridges old town destroyed_optimistic,True,11.29,24.53,1657,1287,1484,1287,0.03,0.083,0.493,0.344,TRAFFIC,79964487
40,Ring road W to E,all bridges old town destroyed_optimistic,True,16.39,18.45,1109,1105,1115,1115,0.039,0.082,0.459,0.307,TRAFFIC,80056487
40,Grigiskes to Verkiai,all bridges old town destroyed_optimistic,True,26.28,43.14,2530,2647,2361,2402,0.044,0.089,0.466,0.33,GNN,79968887
40,Salininkai to Seskine,all bridges old town destroyed_optimistic,True,10.27,18.43,1221,991,1088,1118,0.035,0.084,0.499,0.301,TRAFFIC,79911487
40,Old Town loop,Car crashes in Lazdynai,True,1.53,5.51,333,328,333,328,0.025,0.081,0.432,0.096,TRAFFIC,79984160
40,Gediminas Ave,Car crashes in Lazdynai,True,1.08,3.92,237,234,234,234,0.025,0.073,0.494,0.091,TIE,79972160
40,Station to centre,Car crashes in Lazdynai,True,1.69,7.31,453,424,424,421,0.03,0.079,0.49,0.091,TIE,79967360
40,Uzupis internal,Car crashes in Lazdynai,True,2.14,6.13,368,368,368,368,0.024,0.188,0.479,0.098,TIE,79995360
40,Zirmunai to Naujamiestis,Car crashes in Lazdynai,True,5.68,16.43,1053,918,902,1122,0.028,0.08,0.46,0.322,GNN,79990260
40,Antakalnis to centre,Car crashes in Lazdynai,True,3.93,11.38,673,693,695,756,0.026,0.077,0.497,0.226,TRAFFIC,79999660
40,Seskine to Old Town,Car crashes in Lazdynai,True,6.05,12.88,759,786,731,779,0.03,0.077,0.571,0.249,GNN,80010160
40,Karoliniskes to Uzupis,Car crashes in Lazdynai,True,7.56,18.77,1114,1139,1071,1161,0.03,0.087,0.502,0.3,GNN,79996960
40,Justiniskes to centre,Car crashes in Lazdynai,True,6.61,12.97,785,771,736,808,0.029,0.08,0.449,0.181,GNN,80012260
40,Fabijoniskes to river,Car crashes in Lazdynai,True,6.13,11.51,669,712,691,1039,0.027,0.077,0.514,0.306,GNN,80028360
40,West to East,Car crashes in Lazdynai,True,13.05,24.83,1523,1457,1585,1707,0.043,0.085,0.469,0.308,TRAFFIC,80056360
40,North to South,Car crashes in Lazdynai,True,11.58,17.51,1221,880,880,1107,0.036,0.086,0.461,0.308,TIE,80031360
40,Pilaite to Pasilaiciai,Car crashes in Lazdynai,True,9.88,15.48,929,929,929,1108,0.039,0.083,0.474,0.298,TIE,79996360
40,Lazdynai to Antakalnis,Car crashes in Lazdynai,True,10.11,19.42,1404,926,1069,1220,0.029,0.078,0.453,0.303,TRAFFIC,80011560
40,Pilaite to Fabijoniskes,Car crashes in Lazdynai,True,10.76,18.07,1030,1139,1074,1209,0.03,0.082,0.467,0.304,GNN,80001360
40,Lazdynai to Jeruzale,Car crashes in Lazdynai,True,9.79,16.21,1078,867,865,1035,0.03,0.079,0.458,0.239,GNN,79941360
40,South to Northeast,Car crashes in Lazdynai,True,11.13,23.26,1716,1075,1072,1287,0.031,0.08,0.455,0.308,GNN,79969360
40,Ring road W to E,Car crashes in Lazdynai,True,16.35,25.16,1920,1099,1115,1876,0.037,0.08,0.484,0.325,TRAFFIC,80061360
40,Grigiskes to Verkiai,Car crashes in Lazdynai,True,24.31,30.2,1923,1701,1702,1855,0.046,0.084,0.463,0.323,TIE,79973760
40,Salininkai to Seskine,Car crashes in Lazdynai,True,9.3,15.11,1079,734,734,741,0.029,0.083,0.46,0.294,TIE,79916360
40,Old Town loop,Protest at seimas Closure on Gedimino pr.,True,1.53,5.51,333,328,360,328,0.025,0.083,0.458,0.094,TRAFFIC,79983718
40,Station to centre,Protest at seimas Closure on Gedimino pr.,True,1.69,7.58,453,457,457,421,0.026,0.071,0.474,0.136,TIE,79966918
40,Uzupis internal,Protest at seimas Closure on Gedimino pr.,True,2.14,6.13,368,368,368,368,0.026,0.075,0.555,0.092,TIE,79994918
40,Zirmunai to Naujamiestis,Protest at seimas Closure on Gedimino pr.,True,5.68,15.28,1053,780,965,1091,0.115,0.075,0.368,0.168,TRAFFIC,79989818
40,Antakalnis to centre,Protest at seimas Closure on Gedimino pr.,True,3.93,12.75,673,857,695,756,0.026,0.078,0.459,0.204,GNN,79999218
40,Seskine to Old Town,Protest at seimas Closure on Gedimino pr.,True,6.65,16.67,952,1048,913,939,0.028,0.077,0.466,0.291,GNN,80009718
40,Karoliniskes to Uzupis,Protest at seimas Closure on Gedimino pr.,True,8.49,22.51,1361,1340,1320,1484,0.029,0.082,0.496,0.292,GNN,79996518
40,Justiniskes to centre,Protest at seimas Closure on Gedimino pr.,True,6.61,12.97,785,771,745,808,0.028,0.076,0.484,0.293,GNN,80011818
40,Fabijoniskes to river,Protest at seimas Closure on Gedimino pr.,True,6.13,11.88,669,757,669,1039,0.028,0.079,0.47,0.307,GNN,80027918
40,West to East,Protest at seimas Closure on Gedimino pr.,True,13.05,24.88,1523,1463,1428,1707,0.033,0.082,0.493,0.31,GNN,80055918
40,North to South,Protest at seimas Closure on Gedimino pr.,True,11.58,17.51,1221,880,960,1107,0.032,0.078,0.462,0.316,TRAFFIC,80030918
40,Pilaite to Pasilaiciai,Protest at seimas Closure on Gedimino pr.,True,9.88,16.16,929,1010,929,1108,0.032,0.079,0.484,0.295,GNN,79995918
40,Lazdynai to Antakalnis,Protest at seimas Closure on Gedimino pr.,True,10.3,18.96,1116,1159,1073,1031,0.04,0.082,0.504,0.299,GNN,80011118
40,Pilaite to Fabijoniskes,Protest at seimas Closure on Gedimino pr.,True,10.76,17.27,1030,1042,1085,1209,0.031,0.076,0.466,0.295,TRAFFIC,80000918
40,Lazdynai to Jeruzale,Protest at seimas Closure on Gedimino pr.,True,9.79,16.21,1078,867,862,1035,0.03,0.079,0.438,0.296,GNN,79940918
40,South to Northeast,Protest at seimas Closure on Gedimino pr.,True,11.29,22.74,1657,1072,1072,1287,0.03,0.082,0.474,0.304,TIE,79968918
40,Ring road W to E,Protest at seimas Closure on Gedimino pr.,True,16.39,18.45,1109,1105,1115,1115,0.038,0.083,0.458,0.313,TRAFFIC,80060918
40,Grigiskes to Verkiai,Protest at seimas Closure on Gedimino pr.,True,24.31,30.49,1923,1736,1746,1855,0.036,0.082,0.483,0.224,TRAFFIC,79973318
40,Salininkai to Seskine,Protest at seimas Closure on Gedimino pr.,True,9.3,15.26,1079,752,734,741,0.029,0.079,0.486,0.3,GNN,79915918
40,Old Town loop,Shopping spree at Ozas while Ukmerges g. has construction,True,1.53,5.51,333,328,328,328,0.026,0.075,0.523,0.095,TIE,79980689
40,Gediminas Ave,Shopping spree at Ozas while Ukmerges g. has construction,True,1.08,3.92,237,234,234,234,0.025,0.074,0.577,0.097,TIE,79968689
40,Station to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,1.69,7.31,453,424,424,421,0.026,0.1,0.513,0.123,TIE,79963889
40,Uzupis internal,Shopping spree at Ozas while Ukmerges g. has construction,True,2.14,6.13,368,368,368,368,0.025,0.082,0.464,0.071,TIE,79991889
40,Zirmunai to Naujamiestis,Shopping spree at Ozas while Ukmerges g. has construction,True,5.68,16.15,1053,885,931,1091,0.027,0.171,0.484,0.397,TRAFFIC,79986789
40,Antakalnis to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,3.93,10.59,673,598,693,668,0.026,0.075,0.549,0.167,TRAFFIC,79996189
40,Seskine to Old Town,Shopping spree at Ozas while Ukmerges g. has construction,True,6.05,12.4,759,729,845,779,0.028,0.079,0.527,0.3,TRAFFIC,80006689
40,Karoliniskes to Uzupis,Shopping spree at Ozas while Ukmerges g. has construction,True,7.56,18.51,1114,1107,1100,1161,0.03,0.08,0.467,0.292,GNN,79993489
40,Justiniskes to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,6.61,13.4,785,823,737,808,0.029,0.077,0.532,0.254,GNN,80008789
40,Fabijoniskes to river,Shopping spree at Ozas while Ukmerges g. has construction,True,6.13,11.7,669,735,691,1039,0.028,0.077,0.478,0.291,GNN,80024889
40,West to East,Shopping spree at Ozas while Ukmerges g. has construction,True,13.05,25.47,1523,1533,1593,1707,0.033,0.087,0.462,0.308,TRAFFIC,80052889
40,North to South,Shopping spree at Ozas while Ukmerges g. has construction,True,11.58,17.51,1221,880,960,1107,0.032,0.079,0.461,0.302,TRAFFIC,80027889
40,Pilaite to Pasilaiciai,Shopping spree at Ozas while Ukmerges g. has construction,True,9.88,15.48,929,929,929,1108,0.029,0.081,0.492,0.291,TIE,79992889
40,Lazdynai to Antakalnis,Shopping spree at Ozas while Ukmerges g. has construction,True,10.11,19.52,1404,938,1084,1220,0.031,0.077,0.494,0.303,TRAFFIC,80008089
40,Pilaite to Fabijoniskes,Shopping spree at Ozas while Ukmerges g. has construction,True,10.76,18.43,1030,1182,1074,1209,0.03,0.084,0.444,0.26,GNN,79997889
40,Lazdynai to Jeruzale,Shopping spree at Ozas while Ukmerges g. has construction,True,9.79,15.97,1078,838,842,1035,0.029,0.078,0.476,0.288,TRAFFIC,79937889
40,South to Northeast,Shopping spree at Ozas while Ukmerges g. has construction,True,11.13,23.26,1716,1075,1072,1287,0.031,0.085,0.487,0.3,GNN,79965889
40,Ring road W to E,Shopping spree at Ozas while Ukmerges g. has construction,True,16.35,25.21,1920,1105,1116,1876,0.039,0.08,0.484,0.327,TRAFFIC,80057889
40,Grigiskes to Verkiai,Shopping spree at Ozas while Ukmerges g. has construction,True,24.31,30.49,1923,1736,1835,1855,0.037,0.084,0.485,0.317,TRAFFIC,79970289
40,Salininkai to Seskine,Shopping spree at Ozas while Ukmerges g. has construction,True,9.3,15.11,1079,734,734,741,0.03,0.075,0.457,0.29,TIE,79912889
40,Old Town loop,Vingis park concert congestions + road closure,True,1.53,5.51,333,328,328,328,0.025,0.075,0.479,0.1,TIE,79983134
40,Gediminas Ave,Vingis park concert congestions + road closure,True,1.08,3.95,237,237,237,237,0.026,0.075,0.497,0.09,TIE,79971134
40,Station to centre,Vingis park concert congestions + road closure,True,1.69,7.28,453,421,421,421,0.025,0.084,0.494,0.093,TIE,79966334
40,Uzupis internal,Vingis park concert congestions + road closure,True,2.14,6.13,368,368,368,368,0.025,0.185,0.527,0.1,TIE,79994334
40,Zirmunai to Naujamiestis,Vingis park concert congestions + road closure,True,5.68,16.6,1053,939,855,1091,0.027,0.077,0.454,0.217,GNN,79989234
40,Antakalnis to centre,Vingis park concert congestions + road closure,True,3.93,11.15,673,665,598,668,0.026,0.074,0.498,0.183,GNN,79998634
40,Seskine to Old Town,Vingis park concert congestions + road closure,True,6.05,12.65,759,759,762,779,0.028,0.075,0.486,0.237,TRAFFIC,80009134
40,Karoliniskes to Uzupis,Vingis park concert congestions + road closure,True,7.56,18.12,1114,1061,1100,1161,0.029,0.081,0.458,0.25,TRAFFIC,79995934
40,Justiniskes to centre,Vingis park concert congestions + road closure,True,6.61,12.83,785,755,840,808,0.03,0.077,0.466,0.295,TRAFFIC,80011234
40,Fabijoniskes to river,Vingis park concert congestions + road closure,True,6.13,11.5,669,711,690,1039,0.028,0.078,0.496,0.298,GNN,80027334
40,West to East,Vingis park concert congestions + road closure,True,13.05,23.81,1523,1334,1585,1707,0.037,0.083,0.468,0.306,TRAFFIC,80055334
40,North to South,Vingis park concert congestions + road closure,True,11.58,17.51,1221,880,961,1107,0.033,0.079,0.464,0.305,TRAFFIC,80030334
40,Pilaite to Pasilaiciai,Vingis park concert congestions + road closure,True,9.88,15.48,929,929,929,1108,0.029,0.075,0.436,0.29,TIE,79995334
40,Lazdynai to Antakalnis,Vingis park concert congestions + road closure,True,10.11,19.52,1404,938,1015,1220,0.031,0.076,0.452,0.296,TRAFFIC,80010534
40,Pilaite to Fabijoniskes,Vingis park concert congestions + road closure,True,10.76,18.07,1030,1139,1085,1209,0.031,0.081,0.462,0.292,GNN,80000334
40,Lazdynai to Jeruzale,Vingis park concert congestions + road closure,True,9.79,16.21,1078,867,862,1035,0.03,0.076,0.467,0.304,GNN,79940334
40,South to Northeast,Vingis park concert congestions + road closure,True,11.13,23.28,1716,1078,1078,1287,0.031,0.079,0.463,0.308,TIE,79968334
40,Ring road W to E,Vingis park concert congestions + road closure,True,16.35,25.29,1920,1115,1115,1876,0.038,0.08,0.465,0.32,TIE,80060334
40,Grigiskes to Verkiai,Vingis park concert congestions + road closure,True,24.31,30.23,1923,1705,1705,1855,0.036,0.083,0.504,0.318,TIE,79972734
40,Salininkai to Seskine,Vingis park concert congestions + road closure,True,9.3,15.07,1079,730,733,741,0.029,0.081,0.451,0.297,TRAFFIC,79915334
30,Old Town loop,Normal traffic,False,1.53,5.51,333,328,333,328,0.029,0.168,0.457,0.198,TRAFFIC,79980119
30,Gediminas Ave,Normal traffic,False,1.08,4.05,237,249,237,234,0.025,0.07,0.441,0.094,GNN,79968119
30,Station to centre,Normal traffic,False,1.69,7.55,453,453,453,421,0.024,0.084,0.455,0.143,TIE,79963319
30,Uzupis internal,Normal traffic,False,2.14,6.13,368,368,368,368,0.025,0.073,0.477,0.073,TIE,79991319
30,Zirmunai to Naujamiestis,Normal traffic,False,5.68,15.81,1053,844,1000,1091,0.027,0.08,0.461,0.366,TRAFFIC,79986219
30,Antakalnis to centre,Normal traffic,False,3.93,11.75,673,737,618,756,0.026,0.075,0.433,0.173,GNN,79995619
30,Seskine to Old Town,Normal traffic,False,6.05,12.83,759,781,739,779,0.028,0.198,0.477,0.331,GNN,80006119
30,Karoliniskes to Uzupis,Normal traffic,False,7.56,18.04,1114,1051,1083,1161,0.029,0.084,0.467,0.231,TRAFFIC,79992919
30,Justiniskes to centre,Normal traffic,False,6.61,13.22,785,801,807,808,0.029,0.168,0.481,0.433,TRAFFIC,80008219
30,Fabijoniskes to river,Normal traffic,False,6.13,11.7,669,735,669,1039,0.033,0.08,0.404,0.299,GNN,80024319
30,West to East,Normal traffic,False,13.05,24.96,1523,1472,1591,1707,0.032,0.165,0.48,0.402,TRAFFIC,80052319
30,North to South,Normal traffic,False,11.58,17.51,1221,880,960,1107,0.033,0.083,0.565,0.306,TRAFFIC,80027319
30,Pilaite to Pasilaiciai,Normal traffic,False,9.88,15.48,929,929,929,1108,0.029,0.075,0.473,0.294,TIE,79992319
30,Lazdynai to Antakalnis,Normal traffic,False,10.11,19.43,1404,927,1084,1220,0.03,0.078,0.546,0.308,TRAFFIC,80007519
30,Pilaite to Fabijoniskes,Normal traffic,False,10.76,17.92,1030,1120,1074,1217,0.03,0.08,0.465,0.295,GNN,79997319
30,Lazdynai to Jeruzale,Normal traffic,False,9.79,15.97,1078,838,862,1035,0.032,0.08,0.447,0.226,TRAFFIC,79937319
30,South to Northeast,Normal traffic,False,11.13,23.28,1716,1078,1078,1287,0.031,0.086,0.469,0.301,TIE,79965319
30,Ring road W to E,Normal traffic,False,16.35,25.21,1920,1105,1115,1876,0.04,0.181,0.455,0.428,TRAFFIC,80057319
30,Grigiskes to Verkiai,Normal traffic,False,24.31,31.32,1923,1835,1739,1855,0.038,0.085,0.572,0.321,GNN,79969719
30,Salininkai to Seskine,Normal traffic,False,9.3,15.67,1079,801,812,737,0.03,0.075,0.491,0.293,TRAFFIC,79912319
30,Old Town loop,all bridges old town destroyed_optimistic,True,1.53,5.51,333,328,328,328,0.025,0.074,0.485,0.094,TIE,79978287
30,Gediminas Ave,all bridges old town destroyed_optimistic,True,1.08,4.05,237,249,237,237,0.025,0.078,0.485,0.108,GNN,79966287
30,Station to centre,all bridges old town destroyed_optimistic,True,1.69,7.55,453,453,453,421,0.025,0.085,0.553,0.121,TIE,79961487
30,Uzupis internal,all bridges old town destroyed_optimistic,True,2.14,6.13,368,368,368,368,0.032,0.075,0.582,0.084,TIE,79989487
30,Zirmunai to Naujamiestis,all bridges old town destroyed_optimistic,True,7.05,17.05,1095,951,947,1335,0.033,0.08,0.467,0.297,GNN,79984387
30,Antakalnis to centre,all bridges old town destroyed_optimistic,True,6.43,17.23,1045,1023,1074,1350,0.028,0.079,0.461,0.227,TRAFFIC,79993787
30,Seskine to Old Town,all bridges old town destroyed_optimistic,True,6.73,15.08,892,918,878,1010,0.03,0.073,0.509,0.293,GNN,80004287
30,Karoliniskes to Uzupis,all bridges old town destroyed_optimistic,True,7.84,20.02,1161,1241,1101,1165,0.033,0.114,0.474,0.294,GNN,79991087
30,Justiniskes to centre,all bridges old town destroyed_optimistic,True,7.18,14.88,887,898,873,898,0.029,0.076,0.453,0.289,GNN,80006387
30,Fabijoniskes to river,all bridges old town destroyed_optimistic,True,6.13,11.7,669,735,669,1039,0.027,0.08,0.493,0.291,GNN,80022487
30,West to East,all bridges old town destroyed_optimistic,True,13.05,24.83,1523,1457,1593,1707,0.032,0.085,0.453,0.302,TRAFFIC,80050487
30,North to South,all bridges old town destroyed_optimistic,True,11.93,22.27,1375,1298,1272,1500,0.034,0.082,0.509,0.303,GNN,80025487
30,Pilaite to Pasilaiciai,all bridges old town destroyed_optimistic,True,9.88,16.16,929,1010,929,1108,0.033,0.083,0.471,0.294,GNN,79990487
30,Lazdynai to Antakalnis,all bridges old town destroyed_optimistic,True,10.3,18.2,1116,1068,1073,1031,0.031,0.078,0.514,0.3,TRAFFIC,80005687
30,Pilaite to Fabijoniskes,all bridges old town destroyed_optimistic,True,10.76,18.43,1030,1182,1085,1209,0.03,0.08,0.467,0.296,GNN,79995487
30,Lazdynai to Jeruzale,all bridges old town destroyed_optimistic,True,9.79,17.89,1078,1069,995,1035,0.036,0.082,0.481,0.294,GNN,79935487
30,South to Northeast,all bridges old town destroyed_optimistic,True,11.29,24.53,1657,1287,1369,1287,0.032,0.079,0.501,0.273,TRAFFIC,79963487
30,Ring road W to E,all bridges old town destroyed_optimistic,True,16.39,18.45,1109,1105,1118,1115,0.036,0.086,0.466,0.315,TRAFFIC,80055487
30,Grigiskes to Verkiai,all bridges old town destroyed_optimistic,True,26.28,40.33,2530,2310,2373,2402,0.037,0.086,0.475,0.213,TRAFFIC,79967887
30,Salininkai to Seskine,all bridges old town destroyed_optimistic,True,10.27,19.24,1221,1088,1217,1118,0.031,0.084,0.485,0.291,TRAFFIC,79910487
30,Old Town loop,Car crashes in Lazdynai,True,1.53,5.51,333,328,328,328,0.025,0.081,0.494,0.097,TIE,79983160
30,Gediminas Ave,Car crashes in Lazdynai,True,1.08,3.95,237,237,237,234,0.024,0.073,0.491,0.088,TIE,79971160
30,Station to centre,Car crashes in Lazdynai,True,1.69,7.28,453,421,421,421,0.025,0.075,0.491,0.154,TIE,79966360
30,Uzupis internal,Car crashes in Lazdynai,True,2.14,6.13,368,368,431,368,0.025,0.186,0.486,0.098,TRAFFIC,79994360
30,Zirmunai to Naujamiestis,Car crashes in Lazdynai,True,5.68,15.76,1053,838,910,1122,0.028,0.08,0.47,0.314,TRAFFIC,79989260
30,Antakalnis to centre,Car crashes in Lazdynai,True,3.93,10.57,673,596,598,756,0.026,0.074,0.524,0.249,TRAFFIC,79998660
30,Seskine to Old Town,Car crashes in Lazdynai,True,6.05,12.83,759,781,741,774,0.028,0.075,0.557,0.298,GNN,80009160
30,Karoliniskes to Uzupis,Car crashes in Lazdynai,True,7.56,18.21,1114,1071,1104,1161,0.029,0.078,0.486,0.299,TRAFFIC,79995960
30,Justiniskes to centre,Car crashes in Lazdynai,True,6.61,13.54,785,840,840,808,0.029,0.074,0.473,0.289,TIE,80011260
30,Fabijoniskes to river,Car crashes in Lazdynai,True,6.13,11.15,669,669,669,1039,0.027,0.075,0.477,0.303,TIE,80027360
30,West to East,Car crashes in Lazdynai,True,13.05,24.83,1523,1457,1534,1707,0.039,0.082,0.501,0.3,TRAFFIC,80055360
30,North to South,Car crashes in Lazdynai,True,11.58,17.51,1221,880,950,1107,0.032,0.083,0.481,0.305,TRAFFIC,80030360
30,Pilaite to Pasilaiciai,Car crashes in Lazdynai,True,9.88,15.48,929,929,929,1108,0.037,0.085,0.479,0.297,TIE,79995360
30,Lazdynai to Antakalnis,Car crashes in Lazdynai,True,10.11,20.98,1404,1113,1084,1220,0.03,0.075,0.462,0.293,GNN,80010560
30,Pilaite to Fabijoniskes,Car crashes in Lazdynai,True,10.76,18.23,1030,1157,1085,1209,0.03,0.078,0.473,0.301,GNN,80000360
30,Lazdynai to Jeruzale,Car crashes in Lazdynai,True,9.79,16.92,1078,952,838,1035,0.029,0.079,0.477,0.299,GNN,79940360
30,South to Northeast,Car crashes in Lazdynai,True,11.13,23.23,1716,1072,1075,1287,0.03,0.079,0.474,0.186,TRAFFIC,79968360
30,Ring road W to E,Car crashes in Lazdynai,True,16.35,25.21,1920,1105,1115,1876,0.036,0.081,0.457,0.206,TRAFFIC,80060360
30,Grigiskes to Verkiai,Car crashes in Lazdynai,True,24.31,30.73,1923,1764,1849,1855,0.036,0.081,0.485,0.313,TRAFFIC,79972760
30,Salininkai to Seskine,Car crashes in Lazdynai,True,9.3,15.1,1079,733,730,741,0.033,0.076,0.474,0.289,GNN,79915360
30,Old Town loop,Protest at seimas Closure on Gedimino pr.,True,1.53,5.51,333,328,328,328,0.025,0.078,0.465,0.094,TIE,79982718
30,Station to centre,Protest at seimas Closure on Gedimino pr.,True,1.69,7.31,453,424,424,421,0.027,0.074,0.472,0.132,TIE,79965918
