data_level,route,scenario,is_crisis,route_distance_km,avg_route_duration_minutes,time_shortest_s,time_traffic_s,time_gnn_s,time_classifier_s,compute_time_shortest_s,compute_time_traffic_s,compute_time_gnn_s,compute_time_classifier_s,winner,seed
90,Antakalnis to centre,Protest at seimas Closure on Gedimino pr.,True,3.93,10.57,673,596,598,756,0.025,0.089,0.465,0.232,TRAFFIC,80004218
90,Seskine to Old Town,Protest at seimas Closure on Gedimino pr.,True,6.65,15.39,952,895,903,939,0.029,0.075,0.488,0.282,TRAFFIC,80014718
90,Karoliniskes to Uzupis,Protest at seimas Closure on Gedimino pr.,True,8.49,19.45,1361,973,1003,1484,0.028,0.086,0.519,0.317,TRAFFIC,80001518
90,Justiniskes to centre,Protest at seimas Closure on Gedimino pr.,True,6.61,12.62,785,730,736,808,0.028,0.082,0.523,0.286,TRAFFIC,80016818
90,Fabijoniskes to river,Protest at seimas Closure on Gedimino pr.,True,6.13,11.15,669,669,719,911,0.027,0.083,0.534,0.285,TRAFFIC,80032918
90,West to East,Protest at seimas Closure on Gedimino pr.,True,13.05,23.8,1523,1333,1488,1707,0.041,0.098,0.58,0.298,TRAFFIC,80060918
90,North to South,Protest at seimas Closure on Gedimino pr.,True,11.58,17.51,1221,880,880,1107,0.032,0.082,0.52,0.317,TIE,80035918
90,Pilaite to Pasilaiciai,Protest at seimas Closure on Gedimino pr.,True,9.88,15.48,929,929,929,1108,0.03,0.081,0.521,0.29,TIE,80000918
90,Lazdynai to Antakalnis,Protest at seimas Closure on Gedimino pr.,True,10.3,17.02,1116,926,927,1031,0.036,0.094,0.53,0.301,TIE,80016118
90,Pilaite to Fabijoniskes,Protest at seimas Closure on Gedimino pr.,True,10.76,17.27,1030,1042,1085,1209,0.029,0.087,0.478,0.272,TRAFFIC,80005918
90,Lazdynai to Jeruzale,Protest at seimas Closure on Gedimino pr.,True,9.79,16.02,1078,844,838,1035,0.028,0.082,0.457,0.306,GNN,79945918
90,South to Northeast,Protest at seimas Closure on Gedimino pr.,True,11.29,22.74,1657,1072,1072,1287,0.032,0.083,0.546,0.3,TIE,79973918
90,Ring road W to E,Protest at seimas Closure on Gedimino pr.,True,16.39,18.48,1109,1109,1109,1115,0.036,0.096,0.434,0.316,TIE,80065918
90,Grigiskes to Verkiai,Protest at seimas Closure on Gedimino pr.,True,24.31,30.18,1923,1698,1736,1855,0.042,0.084,0.457,0.333,TRAFFIC,79978318
90,Salininkai to Seskine,Protest at seimas Closure on Gedimino pr.,True,9.3,15.07,1079,730,730,741,0.029,0.078,0.552,0.29,TIE,79920918
90,Old Town loop,Shopping spree at Ozas while Ukmerges g. has construction,True,1.53,5.51,333,328,328,328,0.025,0.083,0.547,0.122,TIE,79985689
90,Gediminas Ave,Shopping spree at Ozas while Ukmerges g. has construction,True,1.08,3.92,237,234,249,234,0.025,0.081,0.591,0.085,TRAFFIC,79973689
90,Station to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,1.69,7.28,453,421,457,421,0.024,0.085,0.598,0.124,TRAFFIC,79968889
90,Uzupis internal,Shopping spree at Ozas while Ukmerges g. has construction,True,2.14,6.13,368,368,368,368,0.032,0.18,0.622,0.135,TIE,79996889
90,Zirmunai to Naujamiestis,Shopping spree at Ozas while Ukmerges g. has construction,True,5.68,14.74,1053,716,911,1122,0.028,0.086,0.484,0.338,TRAFFIC,79991789
90,Antakalnis to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,3.93,10.57,673,596,598,756,0.024,0.073,0.493,0.249,TRAFFIC,80001189
90,Seskine to Old Town,Shopping spree at Ozas while Ukmerges g. has construction,True,6.05,12.35,759,723,731,779,0.028,0.094,0.538,0.306,TRAFFIC,80011689
90,Karoliniskes to Uzupis,Shopping spree at Ozas while Ukmerges g. has construction,True,7.56,17.39,1114,973,1068,1161,0.026,0.081,0.539,0.283,TRAFFIC,79998489
90,Justiniskes to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,6.61,12.62,785,730,736,808,0.028,0.08,0.486,0.298,TRAFFIC,80013789
90,Fabijoniskes to river,Shopping spree at Ozas while Ukmerges g. has construction,True,6.13,11.32,669,690,719,992,0.027,0.082,0.523,0.292,TRAFFIC,80029889
90,West to East,Shopping spree at Ozas while Ukmerges g. has construction,True,13.05,23.81,1523,1334,1568,1707,0.031,0.081,0.469,0.354,TRAFFIC,80057889
90,North to South,Shopping spree at Ozas while Ukmerges g. has construction,True,11.58,17.51,1221,880,880,1107,0.032,0.088,0.631,0.295,TIE,80032889
90,Pilaite to Pasilaiciai,Shopping spree at Ozas while Ukmerges g. has construction,True,9.88,15.48,929,929,929,1108,0.031,0.088,0.537,0.318,TIE,79997889
90,Lazdynai to Antakalnis,Shopping spree at Ozas while Ukmerges g. has construction,True,10.11,19.42,1404,926,927,1220,0.03,0.087,0.518,0.308,TIE,80013089
90,Pilaite to Fabijoniskes,Shopping spree at Ozas while Ukmerges g. has construction,True,10.76,17.23,1030,1038,1085,1209,0.029,0.085,0.438,0.313,TRAFFIC,80002889
90,Lazdynai to Jeruzale,Shopping spree at Ozas while Ukmerges g. has construction,True,9.79,15.97,1078,838,838,1035,0.035,0.086,0.459,0.305,TIE,79942889
90,South to Northeast,Shopping spree at Ozas while Ukmerges g. has construction,True,11.13,23.23,1716,1072,1072,1287,0.049,0.084,0.536,0.174,TIE,79970889
90,Ring road W to E,Shopping spree at Ozas while Ukmerges g. has construction,True,16.35,25.21,1920,1105,1106,1876,0.036,0.089,0.554,0.353,TIE,80062889
90,Grigiskes to Verkiai,Shopping spree at Ozas while Ukmerges g. has construction,True,24.31,30.18,1923,1698,1736,1855,0.047,0.089,0.537,0.341,TRAFFIC,79975289
90,Salininkai to Seskine,Shopping spree at Ozas while Ukmerges g. has construction,True,9.3,15.07,1079,730,730,741,0.029,0.086,0.471,0.311,TIE,79917889
90,Old Town loop,Vingis park concert congestions + road closure,True,1.53,5.51,333,328,328,328,0.028,0.095,0.583,0.09,TIE,79988134
90,Gediminas Ave,Vingis park concert congestions + road closure,True,1.08,3.95,237,237,249,237,0.024,0.091,0.51,0.088,TRAFFIC,79976134
90,Station to centre,Vingis park concert congestions + road closure,True,1.69,7.28,453,421,457,421,0.034,0.089,0.613,0.121,TRAFFIC,79971334
90,Uzupis internal,Vingis park concert congestions + road closure,True,2.14,6.13,368,368,368,368,0.025,0.2,0.594,0.114,TIE,79999334
90,Zirmunai to Naujamiestis,Vingis park concert congestions + road closure,True,5.68,14.74,1053,716,966,1091,0.027,0.087,0.503,0.348,TRAFFIC,79994234
90,Antakalnis to centre,Vingis park concert congestions + road closure,True,3.93,10.57,673,596,598,756,0.026,0.116,0.613,0.254,TRAFFIC,80003634
90,Seskine to Old Town,Vingis park concert congestions + road closure,True,6.05,12.43,759,733,731,779,0.045,0.086,0.558,0.3,GNN,80014134
90,Karoliniskes to Uzupis,Vingis park concert congestions + road closure,True,7.56,17.46,1114,981,1068,1161,0.027,0.091,0.553,0.323,TRAFFIC,80000934
90,Justiniskes to centre,Vingis park concert congestions + road closure,True,6.61,12.62,785,730,736,808,0.038,0.077,0.498,0.319,TRAFFIC,80016234
90,Fabijoniskes to river,Vingis park concert congestions + road closure,True,6.13,11.32,669,690,719,992,0.028,0.096,0.482,0.33,TRAFFIC,80032334
90,West to East,Vingis park concert congestions + road closure,True,13.05,23.8,1523,1333,1488,1707,0.03,0.094,0.436,0.321,TRAFFIC,80060334
90,North to South,Vingis park concert congestions + road closure,True,11.58,17.51,1221,880,880,1107,0.035,0.083,0.531,0.327,TIE,80035334
90,Pilaite to Pasilaiciai,Vingis park concert congestions + road closure,True,9.88,15.48,929,929,929,1108,0.029,0.081,0.418,0.328,TIE,80000334
90,Lazdynai to Antakalnis,Vingis park concert congestions + road closure,True,10.11,19.42,1404,926,927,1220,0.036,0.1,0.557,0.321,TIE,80015534
90,Pilaite to Fabijoniskes,Vingis park concert congestions + road closure,True,10.76,17.17,1030,1030,1085,1209,0.029,0.082,0.487,0.304,TRAFFIC,80005334
90,Lazdynai to Jeruzale,Vingis park concert congestions + road closure,True,9.79,15.97,1078,838,838,1035,0.027,0.077,0.484,0.308,TIE,79945334
90,South to Northeast,Vingis park concert congestions + road closure,True,11.13,23.23,1716,1072,1072,1287,0.033,0.089,0.567,0.326,TIE,79973334
90,Ring road W to E,Vingis park concert congestions + road closure,True,16.35,25.16,1920,1099,1107,1876,0.035,0.11,0.569,0.343,TRAFFIC,80065334
90,Grigiskes to Verkiai,Vingis park concert congestions + road closure,True,24.31,30.18,1923,1698,1736,1815,0.035,0.099,0.519,0.353,TRAFFIC,79977734
90,Salininkai to Seskine,Vingis park concert congestions + road closure,True,9.3,15.07,1079,730,730,741,0.027,0.076,0.449,0.215,TIE,79920334
80,Old Town loop,Normal traffic,False,1.53,5.51,333,328,328,328,0.024,0.178,0.482,0.108,TIE,79985119
80,Gediminas Ave,Normal traffic,False,1.08,3.92,237,234,249,234,0.026,0.078,0.45,0.113,TRAFFIC,79973119
80,Station to centre,Normal traffic,False,1.69,7.28,453,421,457,421,0.026,0.091,0.447,0.152,TRAFFIC,79968319
80,Uzupis internal,Normal traffic,False,2.14,6.13,368,368,368,368,0.024,0.075,0.48,0.096,TIE,79996319
80,Zirmunai to Naujamiestis,Normal traffic,False,5.68,14.74,1053,716,911,1091,0.027,0.079,0.455,0.212,TRAFFIC,79991219
80,Antakalnis to centre,Normal traffic,False,3.93,10.57,673,596,695,756,0.026,0.085,0.58,0.221,TRAFFIC,80000619
80,Seskine to Old Town,Normal traffic,False,6.05,12.4,759,729,742,779,0.029,0.194,0.49,0.345,TRAFFIC,80011119
80,Karoliniskes to Uzupis,Normal traffic,False,7.56,17.68,1114,1007,1068,1161,0.028,0.087,0.462,0.28,TRAFFIC,79997919
80,Justiniskes to centre,Normal traffic,False,6.61,12.97,785,771,736,808,0.034,0.176,0.47,0.385,GNN,80013219
80,Fabijoniskes to river,Normal traffic,False,6.13,11.15,669,669,669,911,0.16,0.084,0.39,0.285,TIE,80029319
80,West to East,Normal traffic,False,13.05,23.8,1523,1333,1488,1707,0.04,0.087,0.45,0.311,TRAFFIC,80057319
80,North to South,Normal traffic,False,11.58,17.51,1221,880,880,1107,0.036,0.09,0.543,0.332,TIE,80032319
80,Pilaite to Pasilaiciai,Normal traffic,False,9.88,15.55,929,937,929,1108,0.029,0.081,0.511,0.286,GNN,79997319
80,Lazdynai to Antakalnis,Normal traffic,False,10.11,19.42,1404,926,932,1220,0.029,0.086,0.482,0.312,TRAFFIC,80012519
80,Pilaite to Fabijoniskes,Normal traffic,False,10.76,17.17,1030,1030,1085,1209,0.029,0.081,0.436,0.34,TRAFFIC,80002319
80,Lazdynai to Jeruzale,Normal traffic,False,9.79,15.97,1078,838,838,1035,0.027,0.179,0.453,0.29,TIE,79942319
80,South to Northeast,Normal traffic,False,11.13,23.23,1716,1072,1072,1287,0.03,0.081,0.583,0.201,TIE,79970319
80,Ring road W to E,Normal traffic,False,16.35,25.21,1920,1105,1106,1876,0.036,0.094,0.459,0.303,TIE,80062319
80,Grigiskes to Verkiai,Normal traffic,False,24.31,30.18,1923,1698,1736,1815,0.035,0.085,0.519,0.264,TRAFFIC,79974719
80,Salininkai to Seskine,Normal traffic,False,9.3,15.07,1079,730,730,741,0.029,0.097,0.489,0.288,TIE,79917319
80,Old Town loop,all bridges old town destroyed_optimistic,True,1.53,5.51,333,328,328,328,0.024,0.071,0.476,0.085,TIE,79983287
80,Gediminas Ave,all bridges old town destroyed_optimistic,True,1.08,3.95,237,237,237,234,0.031,0.075,0.498,0.12,TIE,79971287
80,Station to centre,all bridges old town destroyed_optimistic,True,1.69,7.55,453,453,457,421,0.026,0.08,0.583,0.15,TRAFFIC,79966487
80,Uzupis internal,all bridges old town destroyed_optimistic,True,2.14,6.13,368,368,368,368,0.025,0.091,0.631,0.081,TIE,79994487
80,Zirmunai to Naujamiestis,all bridges old town destroyed_optimistic,True,7.05,16.38,1095,870,1091,1335,0.042,0.076,0.396,0.304,TRAFFIC,79989387
80,Antakalnis to centre,all bridges old town destroyed_optimistic,True,6.43,17.23,1045,1023,1052,1350,0.026,0.097,0.472,0.217,TRAFFIC,79998787
80,Seskine to Old Town,all bridges old town destroyed_optimistic,True,6.73,14.73,892,876,879,1010,0.029,0.078,0.549,0.306,TRAFFIC,80009287
80,Karoliniskes to Uzupis,all bridges old town destroyed_optimistic,True,7.84,17.78,1161,973,1101,1165,0.029,0.077,0.455,0.278,TRAFFIC,79996087
80,Justiniskes to centre,all bridges old town destroyed_optimistic,True,7.18,14.8,887,889,873,898,0.028,0.075,0.457,0.278,GNN,80011387
80,Fabijoniskes to river,all bridges old town destroyed_optimistic,True,6.13,11.51,669,712,691,992,0.025,0.088,0.489,0.325,GNN,80027487
80,West to East,all bridges old town destroyed_optimistic,True,13.05,23.81,1523,1334,1488,1707,0.035,0.085,0.503,0.343,TRAFFIC,80055487
80,North to South,all bridges old town destroyed_optimistic,True,11.93,22.12,1375,1279,1299,1500,0.04,0.094,0.466,0.293,TRAFFIC,80030487
80,Pilaite to Pasilaiciai,all bridges old town destroyed_optimistic,True,9.88,15.72,929,958,929,1108,0.028,0.094,0.549,0.294,GNN,79995487
80,Lazdynai to Antakalnis,all bridges old town destroyed_optimistic,True,10.3,17.11,1116,937,927,1031,0.03,0.091,0.564,0.286,GNN,80010687
80,Pilaite to Fabijoniskes,all bridges old town destroyed_optimistic,True,10.76,17.25,1030,1040,1085,1209,0.028,0.091,0.641,0.283,TRAFFIC,80000487
80,Lazdynai to Jeruzale,all bridges old town destroyed_optimistic,True,9.79,16.65,1078,920,920,1035,0.029,0.095,0.516,0.288,TIE,79940487
80,South to Northeast,all bridges old town destroyed_optimistic,True,11.29,24.58,1657,1293,1397,1287,0.034,0.09,0.463,0.358,TRAFFIC,79968487
80,Ring road W to E,all bridges old town destroyed_optimistic,True,16.39,18.4,1109,1099,1105,1115,0.048,0.092,0.643,0.192,TRAFFIC,80060487
80,Grigiskes to Verkiai,all bridges old town destroyed_optimistic,True,26.28,40.02,2530,2273,2310,2402,0.035,0.092,0.55,0.195,TRAFFIC,79972887
80,Salininkai to Seskine,all bridges old town destroyed_optimistic,True,10.27,18.4,1221,987,1035,1118,0.03,0.084,0.543,0.298,TRAFFIC,79915487
80,Old Town loop,Car crashes in Lazdynai,True,1.53,5.51,333,328,328,328,0.031,0.087,0.426,0.087,TIE,79988160
80,Gediminas Ave,Car crashes in Lazdynai,True,1.08,3.95,237,237,249,237,0.031,0.081,0.451,0.086,TRAFFIC,79976160
80,Station to centre,Car crashes in Lazdynai,True,1.69,7.31,453,424,457,421,0.024,0.079,0.532,0.119,TRAFFIC,79971360
80,Uzupis internal,Car crashes in Lazdynai,True,2.14,6.13,368,368,368,368,0.025,0.075,0.482,0.108,TIE,79999360
80,Zirmunai to Naujamiestis,Car crashes in Lazdynai,True,5.68,15.38,1053,793,793,1122,0.033,0.175,0.469,0.392,TIE,79994260
80,Antakalnis to centre,Car crashes in Lazdynai,True,3.93,10.57,673,596,617,756,0.031,0.094,0.572,0.241,TRAFFIC,80003660
80,Seskine to Old Town,Car crashes in Lazdynai,True,6.05,12.65,759,759,731,779,0.026,0.103,0.501,0.231,GNN,80014160
80,Karoliniskes to Uzupis,Car crashes in Lazdynai,True,7.56,17.39,1114,973,1068,1161,0.036,0.083,0.463,0.289,TRAFFIC,80000960
80,Justiniskes to centre,Car crashes in Lazdynai,True,6.61,12.68,785,736,746,808,0.035,0.094,0.482,0.336,TRAFFIC,80016260
80,Fabijoniskes to river,Car crashes in Lazdynai,True,6.13,11.15,669,669,669,992,0.032,0.095,0.624,0.313,TIE,80032360
80,West to East,Car crashes in Lazdynai,True,13.05,23.8,1523,1333,1488,1707,0.032,0.083,0.564,0.322,TRAFFIC,80060360
80,North to South,Car crashes in Lazdynai,True,11.58,17.51,1221,880,880,1107,0.042,0.081,0.494,0.368,TIE,80035360
80,Pilaite to Pasilaiciai,Car crashes in Lazdynai,True,9.88,15.48,929,929,929,929,0.029,0.093,0.507,0.168,TIE,80000360
80,Lazdynai to Antakalnis,Car crashes in Lazdynai,True,10.11,19.42,1404,926,927,1220,0.028,0.082,0.515,0.307,TIE,80015560
80,Pilaite to Fabijoniskes,Car crashes in Lazdynai,True,10.76,17.17,1030,1030,1085,1209,0.029,0.09,0.53,0.311,TRAFFIC,80005360
80,Lazdynai to Jeruzale,Car crashes in Lazdynai,True,9.79,15.97,1078,838,838,1035,0.028,0.085,0.442,0.163,TIE,79945360
80,South to Northeast,Car crashes in Lazdynai,True,11.13,23.23,1716,1072,1072,1287,0.032,0.091,0.61,0.314,TIE,79973360
80,Ring road W to E,Car crashes in Lazdynai,True,16.35,25.24,1920,1109,1115,1876,0.036,0.085,0.512,0.214,TRAFFIC,80065360
80,Grigiskes to Verkiai,Car crashes in Lazdynai,True,24.31,30.18,1923,1698,1736,1855,0.041,0.091,0.508,0.35,TRAFFIC,79977760
80,Salininkai to Seskine,Car crashes in Lazdynai,True,9.3,15.07,1079,730,730,741,0.029,0.099,0.535,0.24,TIE,79920360
80,Old Town loop,Protest at seimas Closure on Gedimino pr.,True,1.53,5.51,333,328,328,328,0.025,0.097,0.672,0.109,TIE,79987718
80,Station to centre,Protest at seimas Closure on Gedimino pr.,True,1.69,7.55,453,453,457,421,0.024,0.086,0.495,0.136,TRAFFIC,79970918
80,Uzupis internal,Protest at seimas Closure on Gedimino pr.,True,2.14,6.13,368,368,368,368,0.122,0.076,0.41,0.085,TIE,79998918
80,Zirmunai to Naujamiestis,Protest at seimas Closure on Gedimino pr.,True,5.68,14.74,1053,716,936,1091,0.026,0.077,0.451,0.298,TRAFFIC,79993818
80,Antakalnis to centre,Protest at seimas Closure on Gedimino pr.,True,3.93,10.57,673,596,598,756,0.031,0.075,0.537,0.217,TRAFFIC,80003218
80,Seskine to Old Town,Protest at seimas Closure on Gedimino pr.,True,6.65,15.53,952,912,903,939,0.027,0.078,0.482,0.292,GNN,80013718
80,Karoliniskes to Uzupis,Protest at seimas Closure on Gedimino pr.,True,8.49,19.45,1361,973,1078,1484,0.029,0.086,0.483,0.232,TRAFFIC,80000518
80,Justiniskes to centre,Protest at seimas Closure on Gedimino pr.,True,6.61,12.62,785,730,736,808,0.031,0.08,0.65,0.314,TRAFFIC,80015818
80,Fabijoniskes to river,Protest at seimas Closure on Gedimino pr.,True,6.13,11.33,669,691,691,911,0.027,0.082,0.487,0.232,TIE,80031918
80,West to East,Protest at seimas Closure on Gedimino pr.,True,13.05,23.8,1523,1333,1568,1707,0.033,0.084,0.451,0.205,TRAFFIC,80059918
80,North to South,Protest at seimas Closure on Gedimino pr.,True,11.58,17.51,1221,880,880,1107,0.034,0.109,0.478,0.343,TIE,80034918
80,Pilaite to Pasilaiciai,Protest at seimas Closure on Gedimino pr.,True,9.88,15.48,929,929,929,1108,0.026,0.086,0.562,0.283,TIE,79999918
80,Lazdynai to Antakalnis,Protest at seimas Closure on Gedimino pr.,True,10.3,17.02,1116,926,929,1031,0.04,0.086,0.508,0.235,TRAFFIC,80015118
80,Pilaite to Fabijoniskes,Protest at seimas Closure on Gedimino pr.,True,10.76,17.49,1030,1069,1085,1209,0.036,0.077,0.543,0.342,TRAFFIC,80004918
80,Lazdynai to Jeruzale,Protest at seimas Closure on Gedimino pr.,True,9.79,16.65,1078,920,838,1035,0.035,0.094,0.458,0.303,GNN,79944918
80,South to Northeast,Protest at seimas Closure on Gedimino pr.,True,11.29,22.74,1657,1072,1076,1287,0.028,0.103,0.522,0.33,TRAFFIC,79972918
80,Ring road W to E,Protest at seimas Closure on Gedimino pr.,True,16.39,18.4,1109,1099,1106,1115,0.056,0.077,0.516,0.333,TRAFFIC,80064918
80,Grigiskes to Verkiai,Protest at seimas Closure on Gedimino pr.,True,24.31,30.23,1923,1704,1774,1855,0.036,0.107,0.442,0.238,TRAFFIC,79977318
80,Salininkai to Seskine,Protest at seimas Closure on Gedimino pr.,True,9.3,15.07,1079,730,730,741,0.027,0.104,0.516,0.172,TIE,79919918
80,Old Town loop,Shopping spree at Ozas while Ukmerges g. has construction,True,1.53,5.51,333,328,328,328,0.042,0.093,0.617,0.108,TIE,79984689
80,Gediminas Ave,Shopping spree at Ozas while Ukmerges g. has construction,True,1.08,4.05,237,249,249,234,0.024,0.11,0.475,0.11,TIE,79972689
80,Station to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,1.69,7.31,453,424,457,421,0.041,0.081,0.67,0.14,TRAFFIC,79967889
80,Uzupis internal,Shopping spree at Ozas while Ukmerges g. has construction,True,2.14,6.13,368,368,368,368,0.041,0.19,0.561,0.096,TIE,79995889
80,Zirmunai to Naujamiestis,Shopping spree at Ozas while Ukmerges g. has construction,True,5.68,14.78,1053,720,1013,1091,0.038,0.079,0.479,0.226,TRAFFIC,79990789
80,Antakalnis to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,3.93,10.57,673,596,598,756,0.025,0.076,0.57,0.258,TRAFFIC,80000189
80,Seskine to Old Town,Shopping spree at Ozas while Ukmerges g. has construction,True,6.05,12.61,759,754,731,774,0.027,0.093,0.519,0.305,GNN,80010689
80,Karoliniskes to Uzupis,Shopping spree at Ozas while Ukmerges g. has construction,True,7.56,17.4,1114,974,1051,1161,0.029,0.08,0.452,0.304,TRAFFIC,79997489
80,Justiniskes to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,6.61,12.75,785,745,736,808,0.036,0.102,0.585,0.171,GNN,80012789
80,Fabijoniskes to river,Shopping spree at Ozas while Ukmerges g. has construction,True,6.13,11.15,669,669,669,992,0.025,0.074,0.55,0.308,TIE,80028889
80,West to East,Shopping spree at Ozas while Ukmerges g. has construction,True,13.05,23.8,1523,1333,1569,1707,0.037,0.109,0.619,0.322,TRAFFIC,80056889
80,North to South,Shopping spree at Ozas while Ukmerges g. has construction,True,11.58,17.51,1221,880,880,1107,0.029,0.116,0.614,0.302,TIE,80031889
80,Pilaite to Pasilaiciai,Shopping spree at Ozas while Ukmerges g. has construction,True,9.88,15.55,929,937,929,1108,0.029,0.119,0.469,0.29,GNN,79996889
80,Lazdynai to Antakalnis,Shopping spree at Ozas while Ukmerges g. has construction,True,10.11,19.42,1404,926,1010,1220,0.029,0.083,0.449,0.29,TRAFFIC,80012089
80,Pilaite to Fabijoniskes,Shopping spree at Ozas while Ukmerges g. has construction,True,10.76,17.17,1030,1030,1085,1209,0.034,0.096,0.541,0.301,TRAFFIC,80001889
80,Lazdynai to Jeruzale,Shopping spree at Ozas while Ukmerges g. has construction,True,9.79,15.97,1078,838,838,1035,0.029,0.08,0.501,0.286,TIE,79941889
80,South to Northeast,Shopping spree at Ozas while Ukmerges g. has construction,True,11.13,23.23,1716,1072,1072,1287,0.049,0.079,0.532,0.288,TIE,79969889
80,Ring road W to E,Shopping spree at Ozas while Ukmerges g. has construction,True,16.35,25.16,1920,1099,1106,1876,0.033,0.129,0.465,0.3,TRAFFIC,80061889
80,Grigiskes to Verkiai,Shopping spree at Ozas while Ukmerges g. has construction,True,24.31,30.18,1923,1698,1736,1855,0.057,0.108,0.515,0.384,TRAFFIC,79974289
